FormDesc;FormDoc;FormWidth;FormHeight;FormDisp;Code;CodeDisp;CodeTitle;CodeTop;CodeLeft;CodeWidth;CodeHeight;CodeExercice;CompteMini;CompteMaxi;CompteJournal;CompteType;CompteSideb;CompteSicre;CompteSoustraire;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DB;Production vendue biens;BB;135;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DC;Production vendue services;BC;165;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DD;Production stockée;BD;195;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DE;Production immobilisée;BE;226;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DF;Subventions d'exploitation reçues;BF;256;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DG;Autres produits;BG;286;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DH;Total des produits d'exploitation hors TVA (I);DA + DB + DC +DD + DE +DF +DG;316;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DJ;Achats de marchandises (y compris droits de douane);BJ;347;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DK;Variation de stock (marchandises);BK;377;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DL;Achats de matières premières et autres approvisionnements (y compris droits de douane);BL;408;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DM;Variation de stock (matières premières et approvisionnements);BM;438;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DN;Autres charges externes;BN;468;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DP;Impôts, taxes et versements assimilés;BP;498;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DQ;Rémunérations du personnel;BQ;529;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DR;Charges sociales;BR;559;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DS;Dotations aux amortissements;BS;589;813;142;26;formuleN1;;;;;;;;
2033-B Compte de résultat simplifié;/Compta/images/cerfa/2033B.png;960;1565;t;DT;Dotations aux provisions;BT;620;813;142;26;formuleN1;;;;;;;;
